x.study9,y.study9
1.086462798,2.921834873
0.458815574,-1.493703343
-2.17399643,-0.862287404
0.617616257,-0.423653218
-2.304795352,-0.769803634
-0.446968712,0.571270836
0.299490677,0.562700129
-1.428474587,-0.519199805
1.267497484,1.387238315
1.21450579,1.780895767
-0.674855931,-0.483616807
1.12102191,-0.631485989
0.196549777,-0.091374612
0.650113189,-0.78638325
0.671004188,1.767078312
-1.284157765,1.983382041
-2.026109583,-1.276018673
2.205326064,1.427460176
0.23138993,-0.020326054
0.37564226,1.73129883
-1.192968518,0.179948832
1.132549842,1.940680471
1.839476795,2.772236191
1.527870105,1.997806017
-2.023627023,0.317959653
-1.040507999,-0.952158502
0.097791602,0.714843906
0.696840799,0.532745912
-0.543888517,-0.870117718
-0.858549302,-0.880477212
0.229785936,1.791858907
-0.942643152,-1.048721634
2.043504302,1.768152285
-1.8254954,0.91017753
0.508792207,1.355752974
-1.996327207,0.530063184
-0.494322917,0.790408807
1.484337284,1.567161618
1.121768574,-0.75580628
-1.399860648,-0.538799028
-1.476098036,-1.335679119
0.05810584,0.375697272
-0.952976639,2.30149455
0.405770115,1.09982521
-0.983938484,-0.48496465
-1.610123016,0.885143475
-0.430168768,0.982398027
-1.224210633,0.055998876
1.086641967,1.190912182
-0.33480558,0.39418507
-0.037840704,0.628044737
1.38059133,2.255785562
1.857821242,2.143619126
-0.052950218,0.063654075
0.333336201,1.751251599
1.309097682,0.883765656
-0.174462245,1.93362797
-1.043625865,-0.771067958
0.994200366,2.100609816
-1.52463454,1.283406449
-0.245253129,1.808716564
-0.402155078,0.393019703
-0.522744336,1.137242619
-2.753608754,-2.430982246
-0.586900242,0.858129174
1.266312931,1.440864339
-0.468870655,1.071477673
-0.619043185,0.507266839
-0.666139483,1.671027896
-0.874739294,0.110715881
0.146021704,1.538444503
0.592780708,0.97456208
1.44870575,2.344225428
-1.566091289,-1.219926716
0.395353331,1.561692064
-0.15323396,0.246287838
0.285286019,1.282442522
-1.031717268,-0.661247201
0.045511418,1.288217702
-1.153613787,3.155765141
0.659703276,2.664806207
-0.946189817,1.230679261
0.063547279,0.137886421
-2.127232677,0.167158819
0.326966861,0.754645231
1.107722898,-0.551382276
0.766162877,0.955059192
1.053672982,1.078355848
-1.355942798,-0.003424087
-0.169301387,0.095168137
-0.069700988,1.333547563
0.720195649,3.082978198
-0.167781877,1.78365377
-0.203278916,1.269077149
1.67812825,1.924245737
1.090935128,1.497366822
-1.75644463,1.106484829
-0.384610793,1.795751662
-0.992158187,-0.361248127
2.971585033,3.97831652
-0.494334531,-0.724086075
1.148039783,0.270340379
0.096271249,2.371535981
0.10883021,0.819967303
0.495236949,1.051650617
-0.142643498,1.620657934
0.832936996,1.043891762
0.559823773,0.212534631
-1.685095946,0.110094309
-0.555612313,-1.279622427
-0.523353123,-0.027721968
-0.506104326,0.296477345
1.065284885,-0.039356949
1.487027034,1.902890155
-0.921800949,-0.471910398
0.541435466,2.161448886
-1.169767926,-0.123247006
-0.557080377,-0.66270183
0.298465544,1.13484106
-0.188922789,0.563379164
-0.680450203,0.409842521
-1.257448542,0.338918467
-0.311766537,0.157596625
0.052498046,0.423979894
0.562233812,1.708756589
-0.875816823,1.907629743
0.586755963,-0.849084465
-1.163839571,0.024475444
-0.546112022,1.413311208
0.45037717,-0.189699969
-0.692515474,1.530706625
-0.779596109,-0.055362697
-0.04733266,1.401914727
0.035434566,2.214594296
0.934481959,2.209265355
-0.23338602,1.807144105
-1.700788083,-2.24116135
-0.655838099,-0.892286238
-0.630470468,0.974540194
-0.932327589,-0.654510074
0.321903702,0.358015728
2.501765096,3.964031902
0.794167471,1.33065119
-0.15483956,0.680324819
0.503667184,0.777643808
1.442768241,0.085990094
-0.309267177,-1.327655736
0.664480471,0.909668185
0.561899116,1.415275737
-0.122634826,-0.666390156
0.056546007,-1.054892085
0.651891003,2.394652653
-0.026238643,1.212961421
-0.339508996,1.01933586
-0.59398998,1.327583471
0.290962076,1.44580946
-0.055021998,-0.365625878
-0.371738277,1.770832115
0.17658847,-0.454691597
-0.773066922,-0.15175983
-0.802419608,0.647147926
1.373566133,1.911906846
-0.881356063,0.867794617
0.315788061,1.782750827
-0.968386579,-0.568874596
-0.230609646,-0.693121354
0.390362282,-0.215708536
-1.009536784,0.797849842
0.595038671,0.619230185
0.218915229,1.260675228
-0.316606291,1.732083283
0.245466542,0.191901276
0.075044835,1.688206313
-0.839650034,-0.348002683
-1.39706392,0.687874681
0.106131769,0.815537532
-1.00472117,-0.625045352
-0.035219989,1.648781316
-1.648076165,0.706444358
-0.92903249,-0.610912345
0.272110814,0.917365872
1.045322795,3.911326759
0.169278549,0.066497647
-0.994434983,0.063022836
-0.415337398,1.901398584
1.093636127,0.30988274
0.518684258,3.413217791
0.787040339,0.542026654
0.996700954,0.832959607
0.377467977,0.905483614
1.109379998,2.509620799
-0.973213956,3.474283191
0.299645256,1.379649432
-0.339482321,1.156870978
0.201738895,-0.535979873
1.325397971,1.735678519
0.503793482,-1.336472807
-0.629636694,0.135196163
-0.350154113,1.993178739
-0.951338627,0.050019881
-0.089814251,0.612947453
-0.499596898,0.49546991
0.791572695,1.08866891
-0.492727604,0.559867545
0.710314711,-0.353423425
